1809	15265	3.7417
1809	15308	7.4346
1809	16098	10.3473
1809	16258	3.3254
1809	18336	10.4417
1809	18511	58.993
1809	21114	3.0802
1809	23251	3.2786
1809	24123	27.1593
1809	24138	7.0052
1809	24311	10.844
1809	24387	9.2679
1809	25319	8.0354
1809	26622	2.8473
1809	29913	7.8754
2293	2495	15.8571
2293	3699	17.5953
2293	4463	1.2977
2293	5623	5.3731
2293	5821	10.4298
2293	5853	0.8956
2293	5862	4.5564
2293	6178	11.5509
2293	6503	9.3262
2293	6576	7.2897
2293	6725	1.4687
2293	7267	12.1858
2293	8137	3.2468
2293	8686	9.3504
2293	8923	2.8456
2293	9008	1.7762
2293	11584	6.7544
2293	12926	1.2734
2293	13007	7.9127
2293	13131	4.144
2293	13135	4.4702
2293	13199	13.5354
2293	13379	15.9175
2293	13837	2.2845
2293	14205	92.4073
2293	14456	1.0333
2293	14545	1.7377
2293	15265	2.0861
2293	15308	6.5512
2293	16098	9.7766
2293	16258	1.9004
2293	18336	4.4889
2293	18511	21.9989
2293	21114	2.7
2293	23251	2.1262
2293	24123	13.7842
2293	24138	4.7909
2293	24311	8.6262
2293	24387	3.9024
2293	25319	6.733
2293	26622	5.0504
2293	29913	1.9246
2495	3699	24.4282
2495	4463	4.9925
2495	5623	37.5615
2495	5821	32.635
2495	5853	6.9762
2495	5862	10.0882
2495	6178	41.3771
2495	6503	21.4194
2495	6576	21.9734
2495	6725	7.1786
2495	7267	54.2534
2495	8137	22.5869
2495	8686	16.3981
2495	8923	10.4151
2495	9008	13.9842
2495	11584	41.2905
2495	12926	3.5714
2495	13007	89.4862
2495	13131	16.879
2495	13135	15.7544
2495	13199	29.7461
2495	13379	39.2834
2495	13837	6.408
2495	14205	421.9669
2495	14456	4.7386
2495	14545	7.6211
2495	15265	6.2524
2495	15308	12.6326
2495	16098	28.5425
2495	16258	2.7952
2495	18336	21.0144
2495	18511	112.8042
2495	21114	24.8338
2495	23251	4.8699
2495	24123	85.0298
2495	24138	26.5254
2495	24311	23.9909
2495	24387	7.1087
2495	25319	10.502
2495	26622	37.6806
2495	29913	7.9187
3699	4463	1.5667
3699	5623	18.4274
3699	5821	14.2182
3699	5853	2.831
3699	5862	4.9916
3699	6178	12.1865
3699	6503	6.6726
3699	6576	6.0782
3699	6725	1.2369
3699	7267	18.2913
3699	8137	19.8079
3699	8686	8.6595
3699	8923	4.6302
3699	9008	3.3147
3699	11584	9.1774
3699	12926	3.7869
3699	13007	21.5531
3699	13131	4.7679
3699	13135	4.7409
3699	13199	12.9968
3699	13379	16.6651
3699	13837	2.3726
3699	14205	127.7004
3699	14456	1.8774
3699	14545	4.8901
3699	15265	2.0762
3699	15308	5.263
3699	16098	8.6909
3699	16258	1.5805
3699	18336	10.4619
3699	18511	33.452
3699	21114	6.4881
3699	23251	2.5588
3699	24123	24.854
3699	24138	4.9079
3699	24311	3.3083
3699	24387	4.7631
3699	25319	3.6544
3699	26622	4.7706
3699	29913	5.8111
4463	5623	4.8306
4463	5821	30.8893
4463	5853	21.7667
4463	5862	7.6329
4463	6178	2.5889
4463	6503	2.029
4463	6576	17.7929
4463	6725	1.8338
4463	7267	4.3591
4463	8137	1.8456
4463	8686	10.5016
4463	8923	1.1861
4463	9008	0.8429
4463	11584	2.2623
4463	12926	8.5556
4463	13007	20.1282
4463	13131	3.4492
4463	13135	2.6833
4463	13199	4.7452
4463	13379	2.073
4463	13837	2.9961
4463	14205	73.5775
4463	14456	2.1357
4463	14545	50.4993
4463	15265	6.696
4463	15308	17.2941
4463	16098	17.983
4463	16258	3.644
4463	18336	3.8421
4463	18511	75.3505
4463	21114	1.1806
4463	23251	1.5425
4463	24123	9.5247
4463	24138	2.8329
4463	24311	2.8762
4463	24387	3.9075
4463	25319	1.6544
4463	29913	2.4738
5623	5821	17.3854
5623	5853	2.1694
5623	5862	4.5604
5623	6178	37.3799
5623	6503	4.3607
5623	6576	8.3139
5623	6725	5.0306
5623	7267	22.9798
5623	8137	7.2234
5623	8686	15.5461
5623	8923	5.898
5623	9008	10.7254
5623	11584	16.4719
5623	12926	5.7397
5623	13007	60.4957
5623	13131	5.5135
5623	13135	3.5623
5623	13199	6.306
5623	13379	7.631
5623	13837	4.1905
5623	14205	219.6716
5623	14456	9.2278
5623	14545	6.0993
5623	15265	2.5564
5623	15308	8.1103
5623	16098	7.1734
5623	16258	2.8163
5623	18336	11.6997
5623	18511	100.1529
5623	21114	6.8111
5623	23251	3.2568
5623	24123	44.1147
5623	24138	12.3302
5623	24311	19.5595
5623	24387	11.3008
5623	25319	4.4016
5623	26622	4.4591
5623	29913	8.4155
5821	5853	53.8394
5821	5862	34.8556
5821	6178	11.2227
5821	6503	11.329
5821	6576	28.6298
5821	6725	16.0678
5821	7267	11.8358
5821	8137	10.1266
5821	8686	42.0997
5821	8923	3.6048
5821	9008	3.106
5821	11584	9.6679
5821	12926	26.5544
5821	13007	54.6418
5821	13131	12.2155
5821	13135	8.7508
5821	13199	39.6894
5821	13379	11.3925
5821	13837	7.5274
5821	14205	270.6419
5821	14456	5.9052
5821	14545	48.1648
5821	15265	11.875
5821	15308	24.2188
5821	16098	40.4636
5821	16258	23.7404
5821	18336	12.8219
5821	18511	134.882
5821	21114	6.2968
5821	23251	20.7941
5821	24123	38.9517
5821	24138	7.3957
5821	24311	16.1881
5821	24387	9.9227
5821	25319	11.0315
5821	26622	9.008
5821	29913	3.7731
5853	5862	9.0544
5853	6178	2.6096
5853	6503	0.8123
5853	6576	13.0437
5853	6725	6.9127
5853	7267	2.4536
5853	8137	1.2004
5853	8686	8.7496
5853	9008	0.6345
5853	11584	1.6131
5853	12926	9.6881
5853	13007	18.9774
5853	13131	2.2246
5853	13135	1.8083
5853	13199	5.4024
5853	13379	1.8968
5853	13837	1.8996
5853	14205	53.9969
5853	14456	1.41
5853	14545	23.1429
5853	15265	3.8207
5853	15308	8.9346
5853	16098	16.4405
5853	16258	6.1881
5853	18336	1.7877
5853	18511	56.6648
5853	21114	0.1667
5853	23251	4.2345
5853	24123	8.0544
5853	24138	1.3052
5853	24311	4.5179
5853	24387	1.8869
5853	25319	1.9259
5853	26622	1.5845
5853	29913	1.204
5862	6178	2.518
5862	6503	2.9782
5862	6576	6.4096
5862	6725	3.6825
5862	7267	4.3557
5862	8137	1.8897
5862	8686	82.5474
5862	8923	1.4306
5862	9008	1.6044
5862	11584	2.5719
5862	12926	8.9743
5862	13007	12.8631
5862	13131	4.3135
5862	13135	3.4227
5862	13199	21.0377
5862	13379	4.1996
5862	13837	2.7984
5862	14205	65.924
5862	14456	1.2544
5862	14545	7.1076
5862	15265	1.8647
5862	15308	5.6409
5862	16098	6.5346
5862	16258	2.0999
5862	18336	3.0608
5862	18511	27.3973
5862	21114	1.4182
5862	23251	4.6202
5862	24123	12.7524
5862	24138	2.154
5862	24311	4.0576
5862	24387	3.4329
5862	25319	2.0107
5862	26622	3.1901
5862	29913	2.5222
6178	6503	6.7461
6178	6576	8.0576
6178	6725	1.6028
6178	7267	16.9616
6178	8137	9.2477
6178	8686	5.6441
6178	8923	3.1369
6178	9008	4.1869
6178	11584	17.2096
6178	12926	1.2175
6178	13007	25.9807
6178	13131	5.3579
6178	13135	3.2246
6178	13199	8.6707
6178	13379	10.1846
6178	13837	4.4897
6178	14205	142.1121
6178	14456	3.6456
6178	14545	5.2961
6178	15265	3.2699
6178	15308	9.7405
6178	16098	11.0254
6178	16258	2.5306
6178	18336	5.4175
6178	18511	42.4716
6178	21114	16.3945
6178	23251	5.4552
6178	24123	38.1315
6178	24138	18.6096
6178	24311	3.7786
6178	24387	7.6488
6178	25319	6.5921
6178	26622	3.194
6178	29913	2.879
6503	6576	5.5945
6503	6725	1.6024
6503	7267	9.4167
6503	8137	7.0119
6503	8686	7.0044
6503	8923	3.0179
6503	9008	2.9107
6503	11584	6.6952
6503	12926	1.1583
6503	13007	15.8663
6503	13131	5.5873
6503	13135	4.3833
6503	13199	11.3687
6503	13379	11.5992
6503	13837	0.3095
6503	14205	96.4937
6503	14456	2.0706
6503	14545	2.5917
6503	15265	4.3028
6503	15308	3.9111
6503	16098	10.2492
6503	16258	1.2179
6503	18336	6.0004
6503	18511	28.7337
6503	21114	2.1742
6503	23251	4.7111
6503	24123	11.554
6503	24138	3.5762
6503	24311	5.6667
6503	24387	4.0667
6503	25319	3.9595
6503	26622	5.544
6503	29913	3.0595
6576	6725	7.0369
6576	7267	6.6548
6576	8137	10.2961
6576	8686	9.2262
6576	8923	4.7548
6576	9008	2.7024
6576	11584	6.7858
6576	12926	5.1984
6576	13007	40.4604
6576	13131	5.1218
6576	13135	1.4298
6576	13199	6.9437
6576	13379	4.9405
6576	13837	3.3016
6576	14205	137.237
6576	14456	1.5512
6576	14545	45.7258
6576	15265	19.7905
6576	15308	50.0696
6576	16098	26.7223
6576	16258	8.7524
6576	18336	9.1175
6576	18511	77.4894
6576	21114	4.3302
6576	23251	1.6595
6576	24123	23.9191
6576	24138	3.4444
6576	24311	2.8
6576	24387	7.3083
6576	25319	4.0794
6576	26622	1.0762
6576	29913	2.9262
6725	7267	2.6694
6725	8137	1.5869
6725	8686	4.7896
6725	8923	0.6607
6725	9008	1.4286
6725	11584	1.0996
6725	12926	2.4298
6725	13007	10.9257
6725	13131	2.8298
6725	13135	0.9
6725	13199	3.4297
6725	13379	1.0206
6725	13837	2.0552
6725	14205	62.1893
6725	14456	2.7417
6725	14545	13.4988
6725	15265	3.9591
6725	15308	8.3662
6725	16098	10.1718
6725	16258	7.3194
6725	18336	3.6024
6725	18511	61.0865
6725	21114	1.2019
6725	23251	1.775
6725	24123	9.9044
6725	24138	2.0635
6725	24311	1.0512
6725	24387	3.244
6725	25319	1.7088
6725	26622	2.8516
6725	29913	0.9
7267	8137	11.708
7267	8686	9.3366
7267	8923	7.7242
7267	9008	5.2563
7267	11584	11.4779
7267	12926	2.7278
7267	13007	29.6584
7267	13131	5.698
7267	13135	2.5465
7267	13199	11.5152
7267	13379	23.3933
7267	13837	2.848
7267	14205	140.153
7267	14456	2.2266
7267	14545	3.3341
7267	15265	2.7234
7267	15308	7.0691
7267	16098	10.8131
7267	16258	4.448
7267	18336	10.9521
7267	18511	44.7168
7267	21114	3.9743
7267	23251	2.5826
7267	24123	18.1611
7267	24138	8.5873
7267	24311	9.5992
7267	24387	5.281
7267	25319	5.3992
7267	26622	6.475
7267	29913	4.9536
8137	8686	3.2103
8137	8923	6.3111
8137	9008	5.9
8137	11584	3.7012
8137	12926	0.7083
8137	13007	26.0465
8137	13131	3.0802
8137	13135	1.5104
8137	13199	6.5087
8137	13379	7.2381
8137	13837	1.3968
8137	14205	98.3636
8137	14456	1.5326
8137	14545	5.1897
8137	15265	3.0036
8137	15308	5.604
8137	16098	9.4393
8137	16258	1.4262
8137	18336	11.2591
8137	18511	32.1366
8137	21114	3.8921
8137	23251	0.4206
8137	24123	15.2044
8137	24138	3.575
8137	24311	3.5429
8137	24387	6.5079
8137	25319	4.2421
8137	26622	1.1889
8137	29913	2.1857
8686	8923	4.6377
8686	9008	4.1449
8686	11584	4.9584
8686	12926	14.3298
8686	13007	26.3504
8686	13131	9.1909
8686	13135	5.5969
8686	13199	30.1195
8686	13379	7.2818
8686	13837	5.3104
8686	14205	141.7438
8686	14456	5.0901
8686	14545	10.7111
8686	15265	2.7417
8686	15308	8.51
8686	16098	9.9783
8686	16258	7.869
8686	18336	7.9334
8686	18511	55.2573
8686	21114	1.821
8686	23251	9.4964
8686	24123	26.058
8686	24138	6.7092
8686	24311	12.61
8686	24387	8.8687
8686	25319	3.5234
8686	26622	5.0834
8686	29913	5.3603
8923	9008	18.3234
8923	11584	2.8024
8923	13007	11.8683
8923	13131	3.8929
8923	13135	0.7
8923	13199	3.0274
8923	13379	4.398
8923	13837	6.729
8923	14205	78.9584
8923	14456	3.7266
8923	14545	2.0119
8923	15265	2.0357
8923	15308	2.2929
8923	16098	5.4929
8923	16258	0.6583
8923	18336	6.8449
8923	18511	27.3096
8923	21114	0.7
8923	23251	1.2417
8923	24123	8.0778
8923	24138	2.9345
8923	24311	2.5667
8923	24387	1.7595
8923	25319	4.4024
8923	26622	0.75
8923	29913	7.1468
9008	11584	1.2456
9008	12926	0.4667
9008	13007	16.9623
9008	13131	4.9813
9008	13135	1.1444
9008	13199	2.029
9008	13379	3.2587
9008	13837	2.8949
9008	14205	68.2147
9008	14456	4.8207
9008	14545	1.3524
9008	15265	1.7357
9008	15308	1.4762
9008	16098	4.379
9008	16258	1.05
9008	18336	3.9104
9008	18511	25.631
9008	21114	1.4012
9008	23251	0.5
9008	24123	10.3945
9008	24138	2.0611
9008	24311	2.9
9008	24387	2.3119
9008	25319	1.9762
9008	26622	0.8611
9008	29913	7.6302
11584	12926	0.1429
11584	13007	2.9139
11584	13131	3.375
11584	13135	1.1167
11584	13199	3.5464
11584	13379	11.4707
11584	13837	2.627
11584	14205	127.6676
11584	14456	1.1012
11584	14545	3.7492
11584	15265	2.9063
11584	15308	4.8492
11584	16098	9.6456
11584	16258	1.8075
11584	18336	4.7291
11584	18511	27.3644
11584	21114	9.3004
11584	23251	3.5278
11584	24123	24.7528
11584	24138	7.5766
11584	24311	4.1
11584	24387	4.9286
11584	25319	1.8802
11584	26622	1.9024
11584	29913	3.1067
12926	13007	20.6933
12926	13131	6.9631
12926	13135	1.2254
12926	13199	4.1806
12926	13379	1.698
12926	13837	2.1194
12926	14205	57.7243
12926	14456	2.7345
12926	14545	15.0897
12926	15265	1.3699
12926	15308	6.5521
12926	16098	5.2361
12926	16258	5.0302
12926	18336	4.7274
12926	18511	42.8298
12926	23251	3.794
12926	24123	9.2139
12926	24138	1.704
12926	24311	8.269
12926	24387	2.9095
12926	25319	1.0635
12926	26622	2.3286
12926	29913	1.704
13007	13131	21.5369
13007	13135	10.681
13007	13199	31.7826
13007	13379	14.3671
13007	13837	2.3663
13007	14205	281.3236
13007	14456	12.0107
13007	14545	46.4695
13007	15265	15.4171
13007	15308	32.9303
13007	16098	29.9589
13007	16258	11.5507
13007	18336	26.8921
13007	18511	182.0037
13007	21114	12.6857
13007	23251	9.5314
13007	24123	63.312
13007	24138	12.8028
13007	24311	28.8004
13007	24387	17.0925
13007	25319	3.8921
13007	26622	11.081
13007	29913	11.5893
13131	13135	4.85
13131	13199	13.2226
13131	13379	4.3036
13131	13837	0.9357
13131	14205	87.6952
13131	14456	2.3028
13131	14545	3.3413
13131	15265	2.0302
13131	15308	5.7452
13131	16098	6.8298
13131	16258	1.5861
13131	18336	7.7321
13131	18511	28.929
13131	21114	1.4123
13131	23251	2.2583
13131	24123	13.0365
13131	24138	4.2111
13131	24311	5.7095
13131	24387	8.173
13131	25319	2.119
13131	26622	2.3556
13131	29913	3.0706
13135	13199	26.6794
13135	13379	2.6917
13135	13837	1.1833
13135	14205	47.7088
13135	14456	0.4576
13135	14545	3.3183
13135	15265	1.0548
13135	15308	1.7231
13135	16098	4.6349
13135	16258	0.6667
13135	18336	2.575
13135	18511	13.9302
13135	21114	0.5687
13135	23251	3.3429
13135	24123	5.4429
13135	24138	1.5833
13135	24311	3.7929
13135	24387	2.4619
13135	25319	1.5095
13135	26622	3.1536
13135	29913	1.8881
13199	13379	10.4127
13199	13837	1.744
13199	14205	154.6176
13199	14456	2.0667
13199	14545	5.8996
13199	15265	4.5147
13199	15308	8.2029
13199	16098	11.8255
13199	16258	1.9198
13199	18336	10.7401
13199	18511	39.6044
13199	21114	3.1706
13199	23251	5.6802
13199	24123	18.1985
13199	24138	5.9845
13199	24311	15.4933
13199	24387	6.3798
13199	25319	3.6004
13199	26622	10.4199
13199	29913	1.231
13379	13837	4.079
13379	14205	124.4556
13379	14456	2.5623
13379	14545	1.4067
13379	15265	1.5956
13379	15308	5.3492
13379	16098	6.531
13379	16258	1.6123
13379	18336	11.633
13379	18511	39.264
13379	21114	3.1211
13379	23251	4.51
13379	24123	16.0909
13379	24138	4.0456
13379	24311	10.1333
13379	24387	4.15
13379	25319	6.4012
13379	26622	5.2242
13379	29913	4.8579
13837	14205	74.3155
13837	14456	3.1306
13837	14545	6.0679
13837	15265	1.856
13837	15308	2.7937
13837	16098	3.8096
13837	16258	1.673
13837	18336	4.5028
13837	18511	27.6302
13837	21114	1.398
13837	23251	1.644
13837	24123	13.8326
13837	24138	4.1087
13837	24311	4.5679
13837	24387	4.1448
13837	25319	4.0825
13837	26622	1.1179
13837	29913	2.9563
14205	14456	74.8711
14205	14545	129.4168
14205	15265	53.6882
14205	15308	111.4748
14205	16098	182.6356
14205	16258	55.8694
14205	18336	123.1744
14205	18511	760.5175
14205	21114	65.9052
14205	23251	56.6707
14205	24123	375.9312
14205	24138	93.5762
14205	24311	116.2742
14205	24387	111.0469
14205	25319	71.1081
14205	26622	56.5735
14205	29913	83.7865
14456	14545	3.9901
14456	15265	0.6583
14456	15308	2.0452
14456	16098	2.2806
14456	16258	2.7206
14456	18336	15.3255
14456	18511	46.3707
14456	21114	1.96
14456	23251	1.2333
14456	24123	15.4469
14456	24138	1.0095
14456	24311	1.5095
14456	24387	2.7476
14456	25319	1.6171
14456	26622	0.55
14456	29913	7.2885
14545	15265	15.7362
14545	15308	32.6271
14545	16098	47.545
14545	16258	6.7488
14545	18336	5.8723
14545	18511	110.3157
14545	21114	1.8123
14545	23251	2.0893
14545	24123	19.4691
14545	24138	3.906
14545	24311	0.9167
14545	24387	4.6865
14545	25319	2.6536
14545	26622	0.6429
14545	29913	5.9588
15265	15308	20.2628
15265	16098	37.7648
15265	16258	3.0742
15265	18336	1.6345
15265	18511	30.0608
15265	21114	1.7242
15265	23251	1.3854
15265	24123	7.6742
15265	24138	1.8306
15265	24311	1.6167
15265	24387	1.5838
15265	25319	1.1917
15265	26622	1.6456
15265	29913	1.1726
15308	16098	38.5295
15308	16258	7.0547
15308	18336	5.4004
15308	18511	59.1752
15308	21114	4.2464
15308	23251	1.6036
15308	24123	14.4859
15308	24138	4.0393
15308	24311	3.7576
15308	24387	3.1123
15308	25319	2.3036
15308	26622	0.758
15308	29913	1.9024
16098	16258	9.706
16098	18336	6.2405
16098	18511	79.2696
16098	21114	5.2667
16098	23251	3.2949
16098	24123	28.287
16098	24138	3.5345
16098	24311	5.6409
16098	24387	5.2032
16098	25319	3.6465
16098	26622	3.3072
16098	29913	3.1397
16258	18336	3.3091
16258	18511	30.4531
16258	21114	1.5309
16258	23251	1.823
16258	24123	9.6376
16258	24138	2.3635
16258	24311	0.1429
16258	24387	2.2119
16258	25319	0.7595
16258	26622	2.6929
16258	29913	1.3012
18336	18511	60.443
18336	21114	2.0254
18336	23251	1.5905
18336	24123	22.0398
18336	24138	6.7361
18336	24311	4.3667
18336	24387	5.3246
18336	25319	4.3032
18336	26622	2.9635
18336	29913	6.3984
18511	21114	19.2333
18511	23251	22.8564
18511	24123	134.0101
18511	24138	24.0583
18511	24311	9.7821
18511	24387	64.0354
18511	25319	24.587
18511	26622	17.5064
18511	29913	39.2818
21114	23251	1.4477
21114	24123	39.7234
21114	24138	8.2913
21114	24311	1.2417
21114	24387	1.5036
21114	25319	2.1718
21114	26622	0.8389
21114	29913	0.7401
23251	24123	9.5996
23251	24138	2.3345
23251	24311	7.0774
23251	24387	5.3655
23251	25319	0.7262
23251	26622	2.55
23251	29913	0.4361
24123	24138	20.8
24123	24311	8.5345
24123	24387	19.1234
24123	25319	12.5934
24123	26622	8.4572
24123	29913	14.456
24138	24311	3.1583
24138	24387	1.8274
24138	25319	2.7718
24138	26622	2.704
24138	29913	0.9595
24311	24387	7.9262
24311	25319	5.7512
24311	26622	3.86
24311	29913	2.45
24387	25319	5.0671
24387	26622	2.2929
24387	29913	4.094
25319	26622	0.7429
25319	29913	1.3421
26622	29913	0.8361
